ticker,market,assetType,currency,priceSeriesAvailable,totalReturnSeriesAvailable,dividendSeriesAvailable,dataStart,dataEnd,dataYears,observationFrequency,benchmarkId,fxSeriesRequired,fxSeriesAvailable,isProxy,proxyTicker,dataSource,scenarioGrade,rawCagrRecalcStatus,rollingCagr10yRecalcStatus,mddRecalcStatus,rollingMdd10yRecalcStatus,betaRecalcStatus,metricsStatus,reasonCodes
473950,KR,stock,KRW,provider_refetch_required,no,no,,,1.84,daily_close_provider_input_not_persisted,^KQ11,no,no,no,,src/data/tickers/kr_price_metrics_overlay_20260528_app_ready.csv,B,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,short_history,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|no_dividend_time_series|less_than_10_year_overlay_window|review_reason_price_history_shorter_than_3_years
472230,KR,stock,KRW,provider_refetch_required,no,no,,,2.23,daily_close_provider_input_not_persisted,^KS11,no,no,no,,src/data/tickers/kr_price_metrics_overlay_20260528_app_ready.csv,B,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,short_history,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|no_dividend_time_series|less_than_10_year_overlay_window|review_reason_price_history_shorter_than_3_years
447690,KR,stock,KRW,provider_refetch_required,no,no,,,3.41,daily_close_provider_input_not_persisted,^KS11,no,no,no,,src/data/tickers/kr_price_metrics_overlay_20260528_app_ready.csv,B,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,ready,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|no_dividend_time_series|less_than_10_year_overlay_window
332190,KR,stock,KRW,no,no,no,,,,,,no,no,no,,data/processed/kr_price_metrics_overlay_20260528_excluded_332.csv,C,not_supported_no_price_series,not_supported_no_price_series,not_supported_no_price_series,not_supported_no_price_series,not_supported_no_price_series,review_required,summary_or_candidate_row_only_no_price_series_evidence|no_monthly_total_return_series|no_dividend_time_series|review_reason_missing_close_price_data
199290,KR,stock,KRW,provider_refetch_required,no,no,,,9.46,daily_close_provider_input_not_persisted,^KS11,no,no,no,,src/data/tickers/kr_price_metrics_overlay_20260528_app_ready.csv,B,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,ready,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|no_dividend_time_series|less_than_10_year_overlay_window
473000,KR,stock,KRW,provider_refetch_required,no,no,,,2.05,daily_close_provider_input_not_persisted,^KS11,no,no,no,,src/data/tickers/kr_price_metrics_overlay_20260528_app_ready.csv,B,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,short_history,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|no_dividend_time_series|less_than_10_year_overlay_window|review_reason_price_history_shorter_than_3_years
327610,KR,stock,KRW,provider_refetch_required,no,no,,,6.88,daily_close_provider_input_not_persisted,^KS11,no,no,no,,src/data/tickers/kr_price_metrics_overlay_20260528_app_ready.csv,B,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,ready,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|no_dividend_time_series|less_than_10_year_overlay_window
014915,KR,stock,KRW,provider_refetch_required,no,no,,,9.99,daily_close_provider_input_not_persisted,^KS11,no,no,no,,src/data/tickers/kr_price_metrics_overlay_20260528_app_ready.csv,B,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,ready,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|no_dividend_time_series|less_than_10_year_overlay_window
266470,KR,stock,KRW,provider_refetch_required,no,no,,,5.85,daily_close_provider_input_not_persisted,^KS11,no,no,no,,src/data/tickers/kr_price_metrics_overlay_20260528_app_ready.csv,B,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,ready,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|no_dividend_time_series|less_than_10_year_overlay_window
383220,KR,stock,KRW,provider_refetch_required,no,yield_only,,,5.02,daily_close_provider_input_not_persisted,^KS11,no,no,no,,src/data/tickers/kr_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/kr_stock_dividend_overlay_20260525.csv,B,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,ready,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|less_than_10_year_overlay_window
100790,KR,stock,KRW,provider_refetch_required,no,no,,,2.49,daily_close_provider_input_not_persisted,^KS11,no,no,no,,data/processed/kr_price_metrics_overlay_20260528_excluded_332.csv,B,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,review_required,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|no_dividend_time_series|less_than_10_year_overlay_window|review_reason_abnormal_cagr
263750,KR,stock,KRW,provider_refetch_required,no,no,,,8.7,daily_close_provider_input_not_persisted,^KS11,no,no,no,,src/data/tickers/kr_price_metrics_overlay_20260528_app_ready.csv,B,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,ready,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|no_dividend_time_series|less_than_10_year_overlay_window
204320,KR,stock,KRW,provider_refetch_required,no,yield_only,,,9.99,daily_close_provider_input_not_persisted,^KS11,no,no,no,,src/data/tickers/kr_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/kr_stock_dividend_overlay_20260525.csv,B,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,ready,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|less_than_10_year_overlay_window
031980,KR,stock,KRW,provider_refetch_required,no,yield_only,,,7.0,daily_close_provider_input_not_persisted,^KS11,no,no,no,,src/data/tickers/kr_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/kr_stock_dividend_overlay_20260525.csv,B,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,ready,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|less_than_10_year_overlay_window
237690,KR,stock,KRW,provider_refetch_required,no,yield_only,,,9.92,daily_close_provider_input_not_persisted,^KS11,no,no,no,,src/data/tickers/kr_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/kr_stock_dividend_overlay_20260525.csv,B,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,ready,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|less_than_10_year_overlay_window
032820,KR,stock,KRW,provider_refetch_required,no,no,,,9.99,daily_close_provider_input_not_persisted,^KS11,no,no,no,,src/data/tickers/kr_price_metrics_overlay_20260528_app_ready.csv,B,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,ready,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|no_dividend_time_series|less_than_10_year_overlay_window
058610,KR,stock,KRW,provider_refetch_required,no,yield_only,,,9.99,daily_close_provider_input_not_persisted,^KS11,no,no,no,,src/data/tickers/kr_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/kr_stock_dividend_overlay_20260525.csv,B,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,ready,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|less_than_10_year_overlay_window
218410,KR,stock,KRW,provider_refetch_required,no,yield_only,,,9.99,daily_close_provider_input_not_persisted,^KS11,no,no,no,,src/data/tickers/kr_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/kr_stock_dividend_overlay_20260525.csv,B,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,ready,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|less_than_10_year_overlay_window
006360,KR,stock,KRW,provider_refetch_required,no,yield_only,,,9.99,daily_close_provider_input_not_persisted,^KS11,no,no,no,,src/data/tickers/kr_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/kr_stock_dividend_overlay_20260525.csv,B,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,ready,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|less_than_10_year_overlay_window
071970,KR,stock,KRW,provider_refetch_required,no,no,,,9.99,daily_close_provider_input_not_persisted,^KS11,no,no,no,,src/data/tickers/kr_price_metrics_overlay_20260528_app_ready.csv,B,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,ready,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|no_dividend_time_series|less_than_10_year_overlay_window
009970,KR,stock,KRW,provider_refetch_required,no,yield_only,,,9.99,daily_close_provider_input_not_persisted,^KS11,no,no,no,,src/data/tickers/kr_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/kr_stock_dividend_overlay_20260525.csv,B,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,ready,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|less_than_10_year_overlay_window
483650,KR,stock,KRW,provider_refetch_required,no,yield_only,,,1.01,daily_close_provider_input_not_persisted,^KS11,no,no,no,,src/data/tickers/kr_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/kr_stock_dividend_overlay_20260525.csv,B,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,short_history,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|less_than_10_year_overlay_window|review_reason_price_history_shorter_than_3_years
004990,KR,stock,KRW,provider_refetch_required,no,yield_only,,,9.99,daily_close_provider_input_not_persisted,^KS11,no,no,no,,src/data/tickers/kr_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/kr_stock_dividend_overlay_20260525.csv,B,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,ready,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|less_than_10_year_overlay_window
098460,KR,stock,KRW,provider_refetch_required,no,yield_only,,,9.99,daily_close_provider_input_not_persisted,^KS11,no,no,no,,src/data/tickers/kr_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/kr_stock_dividend_overlay_20260525.csv,B,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,ready,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|less_than_10_year_overlay_window
131290,KR,stock,KRW,provider_refetch_required,no,yield_only,,,9.99,daily_close_provider_input_not_persisted,^KS11,no,no,no,,src/data/tickers/kr_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/kr_stock_dividend_overlay_20260525.csv,B,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,ready,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|less_than_10_year_overlay_window
007340,KR,stock,KRW,provider_refetch_required,no,yield_only,,,9.99,daily_close_provider_input_not_persisted,^KS11,no,no,no,,src/data/tickers/kr_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/kr_stock_dividend_overlay_20260525.csv,B,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,ready,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|less_than_10_year_overlay_window
012750,KR,stock,KRW,provider_refetch_required,no,yield_only,,,9.99,daily_close_provider_input_not_persisted,^KS11,no,no,no,,src/data/tickers/kr_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/kr_stock_dividend_overlay_20260525.csv,B,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,ready,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|less_than_10_year_overlay_window
439260,KR,stock,KRW,provider_refetch_required,no,yield_only,,,0.82,daily_close_provider_input_not_persisted,^KS11,no,no,no,,data/processed/kr_price_metrics_overlay_20260528_excluded_332.csv|src/data/tickers/kr_stock_dividend_overlay_20260525.csv,B,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,review_required,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|less_than_10_year_overlay_window|review_reason_price_history_shorter_than_1_year
026960,KR,stock,KRW,provider_refetch_required,no,yield_only,,,9.99,daily_close_provider_input_not_persisted,^KS11,no,no,no,,src/data/tickers/kr_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/kr_stock_dividend_overlay_20260525.csv,B,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,ready,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|less_than_10_year_overlay_window
229640,KR,stock,KRW,provider_refetch_required,no,yield_only,,,9.67,daily_close_provider_input_not_persisted,^KS11,no,no,no,,src/data/tickers/kr_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/kr_stock_dividend_overlay_20260525.csv,B,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,ready,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|less_than_10_year_overlay_window
003690,KR,stock,KRW,provider_refetch_required,no,yield_only,,,9.99,daily_close_provider_input_not_persisted,^KS11,no,no,no,,src/data/tickers/kr_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/kr_stock_dividend_overlay_20260525.csv,B,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,ready,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|less_than_10_year_overlay_window
257720,KR,stock,KRW,provider_refetch_required,no,yield_only,,,4.65,daily_close_provider_input_not_persisted,^KS11,no,no,no,,src/data/tickers/kr_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/kr_stock_dividend_overlay_20260525.csv,B,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,ready,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|less_than_10_year_overlay_window
095610,KR,stock,KRW,provider_refetch_required,no,yield_only,,,9.99,daily_close_provider_input_not_persisted,^KS11,no,no,no,,src/data/tickers/kr_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/kr_stock_dividend_overlay_20260525.csv,B,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,ready,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|less_than_10_year_overlay_window
139480,KR,stock,KRW,provider_refetch_required,no,yield_only,,,9.99,daily_close_provider_input_not_persisted,^KS11,no,no,no,,src/data/tickers/kr_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/kr_stock_dividend_overlay_20260525.csv,B,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,ready,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|less_than_10_year_overlay_window
000155,KR,stock,KRW,provider_refetch_required,no,no,,,9.99,daily_close_provider_input_not_persisted,^KS11,no,no,no,,src/data/tickers/kr_price_metrics_overlay_20260528_app_ready.csv,B,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,ready,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|no_dividend_time_series|less_than_10_year_overlay_window
103140,KR,stock,KRW,provider_refetch_required,no,yield_only,,,9.99,daily_close_provider_input_not_persisted,^KS11,no,no,no,,src/data/tickers/kr_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/kr_stock_dividend_overlay_20260525.csv,B,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,ready,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|less_than_10_year_overlay_window
011210,KR,stock,KRW,provider_refetch_required,no,yield_only,,,9.99,daily_close_provider_input_not_persisted,^KS11,no,no,no,,src/data/tickers/kr_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/kr_stock_dividend_overlay_20260525.csv,B,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,ready,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|less_than_10_year_overlay_window
051600,KR,stock,KRW,provider_refetch_required,no,yield_only,,,9.99,daily_close_provider_input_not_persisted,^KS11,no,no,no,,src/data/tickers/kr_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/kr_stock_dividend_overlay_20260525.csv,B,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,ready,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|less_than_10_year_overlay_window
082920,KR,stock,KRW,provider_refetch_required,no,yield_only,,,9.99,daily_close_provider_input_not_persisted,^KS11,no,no,no,,src/data/tickers/kr_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/kr_stock_dividend_overlay_20260525.csv,B,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,ready,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|less_than_10_year_overlay_window
004370,KR,stock,KRW,provider_refetch_required,no,yield_only,,,9.99,daily_close_provider_input_not_persisted,^KS11,no,no,no,,src/data/tickers/kr_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/kr_stock_dividend_overlay_20260525.csv,B,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,ready,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|less_than_10_year_overlay_window
083650,KR,stock,KRW,provider_refetch_required,no,no,,,9.99,daily_close_provider_input_not_persisted,^KS11,no,no,no,,src/data/tickers/kr_price_metrics_overlay_20260528_app_ready.csv,B,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,ready,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|no_dividend_time_series|less_than_10_year_overlay_window
007810,KR,stock,KRW,provider_refetch_required,no,yield_only,,,9.99,daily_close_provider_input_not_persisted,^KS11,no,no,no,,src/data/tickers/kr_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/kr_stock_dividend_overlay_20260525.csv,B,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,ready,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|less_than_10_year_overlay_window
018670,KR,stock,KRW,provider_refetch_required,no,yield_only,,,9.99,daily_close_provider_input_not_persisted,^KS11,no,no,no,,src/data/tickers/kr_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/kr_stock_dividend_overlay_20260525.csv,B,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,ready,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|less_than_10_year_overlay_window
069960,KR,stock,KRW,provider_refetch_required,no,yield_only,,,9.99,daily_close_provider_input_not_persisted,^KS11,no,no,no,,src/data/tickers/kr_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/kr_stock_dividend_overlay_20260525.csv,B,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,ready,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|less_than_10_year_overlay_window
000240,KR,stock,KRW,provider_refetch_required,no,yield_only,,,9.99,daily_close_provider_input_not_persisted,^KS11,no,no,no,,src/data/tickers/kr_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/kr_stock_dividend_overlay_20260525.csv,B,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,ready,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|less_than_10_year_overlay_window
120110,KR,stock,KRW,provider_refetch_required,no,yield_only,,,9.99,daily_close_provider_input_not_persisted,^KS11,no,no,no,,src/data/tickers/kr_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/kr_stock_dividend_overlay_20260525.csv,B,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,ready,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|less_than_10_year_overlay_window
008930,KR,stock,KRW,provider_refetch_required,no,yield_only,,,9.99,daily_close_provider_input_not_persisted,^KS11,no,no,no,,src/data/tickers/kr_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/kr_stock_dividend_overlay_20260525.csv,B,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,ready,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|less_than_10_year_overlay_window
008770,KR,stock,KRW,provider_refetch_required,no,no,,,9.99,daily_close_provider_input_not_persisted,^KS11,no,no,no,,src/data/tickers/kr_price_metrics_overlay_20260528_app_ready.csv,B,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,ready,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|no_dividend_time_series|less_than_10_year_overlay_window
007070,KR,stock,KRW,provider_refetch_required,no,yield_only,,,9.99,daily_close_provider_input_not_persisted,^KS11,no,no,no,,src/data/tickers/kr_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/kr_stock_dividend_overlay_20260525.csv,B,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,ready,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|less_than_10_year_overlay_window
322000,KR,stock,KRW,provider_refetch_required,no,no,,,6.52,daily_close_provider_input_not_persisted,^KS11,no,no,no,,src/data/tickers/kr_price_metrics_overlay_20260528_app_ready.csv,B,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,ready,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|no_dividend_time_series|less_than_10_year_overlay_window
068760,KR,stock,KRW,provider_refetch_required,no,yield_only,,,9.99,daily_close_provider_input_not_persisted,^KS11,no,no,no,,src/data/tickers/kr_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/kr_stock_dividend_overlay_20260525.csv,B,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,ready,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|less_than_10_year_overlay_window
001430,KR,stock,KRW,provider_refetch_required,no,yield_only,,,9.99,daily_close_provider_input_not_persisted,^KS11,no,no,no,,src/data/tickers/kr_price_metrics_overlay_20260528_app_ready.csv|src/data/tickers/kr_stock_dividend_overlay_20260525.csv,B,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,insufficient_for_120m_or_requires_proxy,provider_refetch_required,ready,close_price_metrics_overlay_present|source_series_not_committed_provider_refetch_required|no_monthly_total_return_series|dividend_yield_overlay_only_no_dividend_time_series|less_than_10_year_overlay_window
